,epoch,low,high,open,close,volume,date
0,1609480800,28900.0,29490.0,29246.06,29391.06,4519.88916676,2021-01-01 06:00:00
1,1609502400,29016.69,29688.88,29391.05,29161.43,5396.89518126,2021-01-01 12:00:00
2,1609524000,28700.0,29417.95,29161.39,29412.84,4998.09741449,2021-01-01 18:00:00
3,1609545600,29039.0,29683.5,29413.29,29683.03,4488.10882573,2021-01-02 00:00:00
4,1609567200,29550.0,29969.99,29683.02,29829.72,4023.38841645,2021-01-02 06:00:00
5,1609588800,29805.14,33165.0,29829.71,32970.21,18613.27157431,2021-01-02 12:00:00
6,1609610400,30188.0,33300.0,32963.93,32225.91,19550.47770497,2021-01-02 18:00:00
7,1609632000,32008.62,34205.0,32222.88,33779.48,8723.06644441,2021-01-03 00:00:00
8,1609653600,33500.0,34810.0,33774.05,34450.26,8095.36655913,2021-01-03 06:00:00
9,1609675200,32500.0,34618.63,34450.26,32933.74,11020.10280577,2021-01-03 12:00:00
10,1609696800,32270.59,33870.0,32933.75,33080.66,9113.18069697,2021-01-03 18:00:00
11,1609718400,32453.37,33666.99,33082.84,32903.87,7889.84565656,2021-01-04 00:00:00
12,1609740000,27678.0,33517.31,32899.01,30774.11,16819.31704452,2021-01-04 06:00:00
13,1609761600,30500.0,32246.07,30769.75,31022.25,13277.48853723,2021-01-04 12:00:00
14,1609783200,30864.66,32050.0,31006.37,32019.99,8058.73844677,2021-01-04 18:00:00
15,1609804800,30020.0,32890.0,32020.22,30460.19,13000.32012887,2021-01-05 00:00:00
16,1609826400,29891.13,31820.93,30469.0,31820.92,6656.78665468,2021-01-05 06:00:00
17,1609848000,31160.12,32879.92,31820.93,32827.06,9056.36606459,2021-01-05 12:00:00
18,1609869600,32740.82,34499.67,32825.42,34030.64,13569.09635213,2021-01-05 18:00:00
19,1609891200,33352.54,35868.69,34043.91,35130.05,13739.36112036,2021-01-06 00:00:00
20,1609912800,33700.0,35398.0,35119.99,35023.68,7026.72212806,2021-01-06 06:00:00
21,1609934400,34200.0,35200.0,35025.25,35019.23,9087.40884402,2021-01-06 12:00:00
22,1609956000,34341.77,37000.0,35019.23,36859.26,15890.61110771,2021-01-06 18:00:00
23,1609977600,36511.51,37823.0,36859.26,37505.58,11252.1889313,2021-01-07 00:00:00
24,1609999200,36352.98,37971.0,37505.57,37886.66,5277.57272204,2021-01-07 06:00:00
25,1610020800,37604.39,39800.0,37883.24,39776.9,14260.48626946,2021-01-07 12:00:00
26,1610042400,36200.0,40425.0,39781.5,39505.56,19556.05776772,2021-01-07 18:00:00
27,1610064000,36565.08,39750.0,39510.55,38000.87,12861.25565842,2021-01-08 00:00:00
28,1610085600,37572.01,41500.0,38001.76,41329.64,8808.47372335,2021-01-08 06:00:00
29,1610107200,39850.0,41986.37,41318.06,41043.68,13072.43076163,2021-01-08 12:00:00
30,1610128800,38700.0,41178.68,41043.67,40665.15,13780.32475932,2021-01-08 18:00:00
31,1610150400,39200.11,40980.0,40642.15,39352.36,8144.86295133,2021-01-09 00:00:00
32,1610172000,38800.0,41269.69,39346.95,40628.32,6255.12996456,2021-01-09 06:00:00
33,1610193600,40007.0,41406.94,40633.54,40507.38,6307.15854607,2021-01-09 12:00:00
34,1610215200,40100.0,40965.0,40507.38,40257.43,6445.81956685,2021-01-09 18:00:00
35,1610236800,40205.0,41452.12,40257.43,40571.12,6071.4108709,2021-01-10 00:00:00
36,1610258400,38999.0,41186.76,40572.92,39233.94,5720.71889749,2021-01-10 06:00:00
37,1610280000,37211.0,40164.67,39233.38,38653.53,10936.06422998,2021-01-10 12:00:00
38,1610301600,34444.0,39071.13,38653.52,38171.57,21008.37631752,2021-01-10 18:00:00
39,1610323200,33333.34,38273.88,38168.89,34847.17,27003.87044373,2021-01-11 00:00:00
40,1610344800,32265.0,36342.52,34848.67,34114.76,15931.37096207,2021-01-11 06:00:00
41,1610366400,30100.0,35094.31,34113.0,32815.17,36508.52792168,2021-01-11 12:00:00
42,1610388000,31162.13,35682.0,32822.04,35452.59,23059.38740101,2021-01-11 18:00:00
43,1610409600,33686.11,35900.0,35456.89,35900.0,15952.49385798,2021-01-12 00:00:00
44,1610431200,34758.0,36604.51,35900.0,35388.39,8867.87654999,2021-01-12 06:00:00
45,1610452800,32500.0,35681.6,35402.55,34998.61,13566.09917908,2021-01-12 12:00:00
46,1610474400,33300.0,35488.0,34998.61,34038.98,9841.1579333,2021-01-12 18:00:00
47,1610496000,32309.04,34350.0,34035.53,33300.0,12529.65946451,2021-01-13 00:00:00
48,1610517600,33199.88,35233.27,33299.88,34378.66,7867.32533134,2021-01-13 06:00:00
49,1610539200,34010.0,35073.87,34378.37,34806.81,6405.95900662,2021-01-13 12:00:00
50,1610560800,34711.57,37888.0,34806.81,37393.66,12805.793385,2021-01-13 18:00:00
51,1610582400,36751.11,38195.0,37393.67,37546.15,8146.56014195,2021-01-14 00:00:00
52,1610604000,37444.0,38800.0,37550.11,38381.21,5328.00107331,2021-01-14 06:00:00
53,1610625600,37725.1,40127.66,38381.21,39390.71,10576.55968621,2021-01-14 12:00:00
54,1610647200,38132.13,39899.0,39382.59,39125.14,7817.63959218,2021-01-14 18:00:00
55,1610668800,37800.0,39697.0,39123.05,37800.01,5974.10991311,2021-01-15 00:00:00
56,1610690400,37555.0,38740.0,37800.01,38078.28,3944.17781908,2021-01-15 06:00:00
57,1610712000,34298.93,38171.46,38085.93,35959.33,16147.23705206,2021-01-15 12:00:00
58,1610733600,34800.0,36900.0,35951.05,36754.67,10355.5344036,2021-01-15 18:00:00
59,1610755200,35532.2,37678.23,36754.6,35864.79,7299.36079001,2021-01-16 00:00:00
60,1610776800,35852.44,37948.0,35866.33,37690.0,4195.99573399,2021-01-16 06:00:00
61,1610798400,36700.17,37895.0,37690.0,36893.77,4017.2392381,2021-01-16 12:00:00
62,1610820000,35372.59,37189.09,36893.77,36006.94,5348.82968999,2021-01-16 18:00:00
63,1610841600,35500.0,36720.0,36004.8,35564.54,3758.86744803,2021-01-17 00:00:00
64,1610863200,33850.03,35744.81,35561.54,35292.84,7054.12516233,2021-01-17 06:00:00
65,1610884800,34680.6,36176.89,35292.84,35826.18,4111.82834781,2021-01-17 12:00:00
66,1610906400,35525.0,36860.0,35826.02,35820.0,4257.22838846,2021-01-17 18:00:00
67,1610928000,34736.46,36200.0,35820.01,35334.39,4630.00163443,2021-01-18 00:00:00
68,1610949600,35066.64,36656.64,35334.38,36427.81,3257.93319489,2021-01-18 06:00:00
69,1610971200,35425.0,37402.0,36427.81,35702.46,5320.68091853,2021-01-18 12:00:00
70,1610992800,35569.0,36781.86,35700.13,36624.23,3401.02533629,2021-01-18 18:00:00
71,1611014400,36200.0,37329.56,36624.23,36297.36,5311.14525179,2021-01-19 00:00:00
72,1611036000,36235.19,37550.0,36296.98,37313.14,3207.64770863,2021-01-19 06:00:00
73,1611057600,36651.25,37857.0,37320.27,37181.0,4951.17112689,2021-01-19 12:00:00
74,1611079200,35895.11,37187.69,37181.0,35917.28,5434.81501873,2021-01-19 18:00:00
75,1611100800,34780.0,36415.34,35921.91,35504.84,6551.42057883,2021-01-20 00:00:00
76,1611122400,34000.0,35951.71,35504.84,34423.86,5130.476909,2021-01-20 06:00:00
77,1611144000,33387.01,35182.94,34419.13,34855.43,8798.69889232,2021-01-20 12:00:00
78,1611165600,34489.99,35679.45,34861.78,35503.09,4965.11162759,2021-01-20 18:00:00
79,1611187200,33932.82,35628.24,35498.85,34563.12,4587.04429303,2021-01-21 00:00:00
80,1611208800,32000.0,34998.11,34561.13,32173.23,8693.14880868,2021-01-21 06:00:00
81,1611230400,30800.0,32790.0,32173.23,31882.88,19927.53368972,2021-01-21 12:00:00
82,1611252000,30011.0,32749.0,31890.76,30855.95,17265.38695928,2021-01-21 18:00:00
83,1611273600,28732.0,31924.35,30855.9,31832.31,23817.04600325,2021-01-22 00:00:00
84,1611295200,30450.26,32059.0,31831.6,31743.99,6918.37578871,2021-01-22 06:00:00
85,1611316800,31355.01,32800.0,31752.3,32374.19,8563.01178862,2021-01-22 12:00:00
86,1611338400,32226.24,33867.0,32371.13,32984.93,8857.2880365,2021-01-22 18:00:00
87,1611360000,32074.01,33400.0,32982.66,33377.67,4819.81551649,2021-01-23 00:00:00
88,1611381600,31564.49,33488.79,33383.91,31683.06,3395.08745709,2021-01-23 06:00:00
89,1611403200,31432.19,32443.72,31680.87,32276.13,4186.40988422,2021-01-23 12:00:00
90,1611424800,31656.67,32537.25,32282.97,32112.01,3738.50192504,2021-01-23 18:00:00
91,1611446400,31676.38,32994.13,32110.0,32865.87,3362.87228129,2021-01-24 00:00:00
92,1611468000,32500.0,33086.53,32865.87,32860.11,1491.3163875,2021-01-24 06:00:00
93,1611489600,31552.0,32964.07,32860.78,31895.32,3925.27620323,2021-01-24 12:00:00
94,1611511200,30931.21,32394.02,31890.26,32288.56,4839.33610607,2021-01-24 18:00:00
95,1611532800,32210.17,33793.43,32293.18,33356.55,6175.00230548,2021-01-25 00:00:00
96,1611554400,32789.0,33566.87,33359.1,33188.21,1908.73419999,2021-01-25 06:00:00
97,1611576000,33063.13,34888.0,33188.21,33759.78,7973.24519097,2021-01-25 12:00:00
98,1611597600,31920.8,34008.36,33760.63,32261.87,6988.68123745,2021-01-25 18:00:00
99,1611619200,31435.34,32845.16,32260.52,32090.1,6508.34299163,2021-01-26 00:00:00
100,1611640800,31116.3,32479.62,32090.65,31825.45,3616.9569363,2021-01-26 06:00:00
101,1611662400,30830.0,32267.89,31825.45,32227.31,6930.34663902,2021-01-26 12:00:00
102,1611684000,31892.46,32960.37,32229.61,32510.82,6480.19234993,2021-01-26 18:00:00
103,1611705600,31420.69,32584.62,32510.82,31551.72,5034.87716231,2021-01-27 00:00:00
104,1611727200,30600.0,31936.16,31556.28,30677.49,6028.36541685,2021-01-27 06:00:00
105,1611748800,29156.0,31079.13,30689.04,30558.88,18258.0343917,2021-01-27 12:00:00
106,1611770400,29513.72,31880.0,30558.89,30407.13,16885.80840269,2021-01-27 18:00:00
107,1611792000,29902.14,31879.19,30414.11,31792.39,11639.88291314,2021-01-28 00:00:00
108,1611813600,30853.39,31935.25,31793.19,31469.94,3173.64625509,2021-01-28 06:00:00
109,1611835200,31174.56,32500.0,31474.04,32349.35,8541.76016346,2021-01-28 12:00:00
110,1611856800,32164.73,34000.0,32354.93,33488.99,12651.77336319,2021-01-28 18:00:00
111,1611878400,32729.0,34433.04,33487.92,33052.81,17305.42128156,2021-01-29 00:00:00
112,1611900000,31990.0,38077.81,33050.01,37108.69,23383.12194685,2021-01-29 06:00:00
113,1611921600,35520.0,38570.13,37106.18,35722.38,17693.09441226,2021-01-29 12:00:00
114,1611943200,33500.66,36015.06,35721.64,34262.11,14259.44210884,2021-01-29 18:00:00
115,1611964800,32852.86,34900.0,34262.11,33513.67,7913.88004901,2021-01-30 00:00:00
116,1611986400,33147.81,34450.0,33513.67,33674.25,5386.14989631,2021-01-30 06:00:00
117,1612008000,33464.74,34539.45,33680.46,34259.74,4950.89435869,2021-01-30 12:00:00
118,1612029600,33994.62,34814.59,34257.85,34315.63,3111.22743353,2021-01-30 18:00:00
119,1612051200,33675.0,34387.75,34315.63,33774.42,3449.9953703,2021-01-31 00:00:00
120,1612072800,33230.78,33874.94,33774.42,33586.29,2721.50228351,2021-01-31 06:00:00
121,1612094400,32215.0,34232.4,33586.29,32319.48,5778.00685319,2021-01-31 12:00:00
122,1612116000,32200.0,33281.97,32319.48,33137.74,4486.89306893,2021-01-31 18:00:00
123,1612137600,32333.0,33958.34,33137.75,33800.0,5469.1492421,2021-02-01 00:00:00
124,1612159200,33163.26,34728.57,33800.01,34191.46,6201.70773766,2021-02-01 06:00:00
125,1612180800,33125.24,34465.52,34191.45,33998.21,6314.56765905,2021-02-01 12:00:00
126,1612202400,33453.34,34047.62,33998.22,33533.19,3989.98914391,2021-02-01 18:00:00
127,1612224000,33450.0,34161.18,33534.39,34022.03,4042.85342528,2021-02-02 00:00:00
128,1612245600,33961.99,35649.22,34026.99,34710.0,5173.1798039,2021-02-02 06:00:00
129,1612267200,34403.73,35237.51,34710.0,34874.62,5440.8816665,2021-02-02 12:00:00
130,1612288800,34825.56,36000.0,34876.88,35512.67,5338.9241877,2021-02-02 18:00:00
131,1612310400,35393.8,36888.0,35513.0,36524.72,6063.47841959,2021-02-03 00:00:00
132,1612332000,35575.0,36864.16,36519.22,35992.0,3098.96928275,2021-02-03 06:00:00
133,1612353600,35857.36,37263.72,35992.0,37233.46,7445.90353588,2021-02-03 12:00:00
134,1612375200,36710.0,37723.72,37233.46,37678.37,7173.61821359,2021-02-03 18:00:00
135,1612396800,37384.69,38360.88,37688.42,37632.75,8735.59012622,2021-02-04 00:00:00
136,1612418400,36815.98,38769.0,37632.75,37370.15,7640.95156844,2021-02-04 06:00:00
137,1612440000,36156.45,37787.53,37370.15,36934.65,9279.37472116,2021-02-04 12:00:00
138,1612461600,36819.43,37842.0,36934.65,36975.0,6043.44650734,2021-02-04 18:00:00
139,1612483200,36605.87,37532.17,36976.59,37093.54,4322.02449942,2021-02-05 00:00:00
140,1612504800,37053.65,37823.0,37093.53,37717.69,3192.03762896,2021-02-05 06:00:00
141,1612526400,37581.31,38349.0,37719.99,37922.34,6386.2012309,2021-02-05 12:00:00
142,1612548000,37275.0,38336.31,37922.34,38311.49,3942.43837247,2021-02-05 18:00:00
143,1612569600,38250.0,39682.01,38327.09,39056.37,9583.0829082,2021-02-06 00:00:00
144,1612591200,39039.44,40500.0,39057.05,40239.72,4674.20156368,2021-02-06 06:00:00
145,1612612800,39950.0,41000.0,40239.78,40259.21,7047.64979154,2021-02-06 12:00:00
146,1612634400,39099.0,40508.33,40256.51,39265.43,5797.87176599,2021-02-06 18:00:00
147,1612656000,38000.0,39669.66,39266.1,38549.99,6164.11101086,2021-02-07 00:00:00
148,1612677600,38317.02,39737.83,38547.96,39099.29,3532.20804296,2021-02-07 06:00:00
149,1612699200,37371.35,39315.72,39088.24,37913.56,6470.19473948,2021-02-07 12:00:00
150,1612720800,37760.48,39150.0,37913.57,38871.42,4131.35876772,2021-02-07 18:00:00
151,1612742400,38057.01,39190.56,38871.43,38701.98,3545.77134528,2021-02-08 00:00:00
152,1612764000,38642.9,39540.0,38703.08,39462.54,2294.47704357,2021-02-08 06:00:00
153,1612785600,39155.02,44900.0,39475.0,43145.49,27473.64555827,2021-02-08 12:00:00
154,1612807200,42573.57,46750.0,43148.66,46448.1,14620.11644118,2021-02-08 18:00:00
155,1612828800,45567.0,47550.0,46453.66,46949.46,12887.78074232,2021-02-09 00:00:00
156,1612850400,45606.34,48200.0,46949.44,46445.69,7583.87494091,2021-02-09 06:00:00
157,1612872000,45020.0,47150.0,46453.41,46562.0,8743.75929171,2021-02-09 12:00:00
158,1612893600,46289.0,47558.18,46559.42,46514.73,7203.37867622,2021-02-09 18:00:00
159,1612915200,45666.0,46966.9,46514.73,46181.15,6096.98783704,2021-02-10 00:00:00
160,1612936800,46168.92,47349.99,46180.31,46662.46,3365.98910448,2021-02-10 06:00:00
161,1612958400,43706.86,46659.75,46659.64,45050.0,11251.5032324,2021-02-10 12:00:00
162,1612980000,44380.0,45326.4,45050.01,44850.0,5103.53140465,2021-02-10 18:00:00
163,1613001600,44011.0,45701.91,44850.0,44681.17,5715.33071094,2021-02-11 00:00:00
164,1613023200,44460.89,46500.0,44693.32,46061.02,2687.17231411,2021-02-11 06:00:00
165,1613044800,46078.17,48373.0,46078.18,47412.89,9785.35017846,2021-02-11 12:00:00
166,1613066400,46608.05,48690.0,47412.89,47997.91,8034.75157201,2021-02-11 18:00:00
167,1613088000,46950.0,48912.0,47993.6,47300.88,7432.12162736,2021-02-12 00:00:00
168,1613109600,46845.28,48040.79,47295.72,47656.36,3094.8330184,2021-02-12 06:00:00
169,1613131200,46300.0,48200.0,47656.36,47795.19,7344.3678289,2021-02-12 12:00:00
170,1613152800,47000.0,48200.0,47795.19,47408.34,5631.83336063,2021-02-12 18:00:00
171,1613174400,47327.58,48199.0,47408.34,47975.72,3360.31625145,2021-02-13 00:00:00
172,1613196000,46327.0,48000.0,47975.72,46615.64,3212.05180335,2021-02-13 06:00:00
173,1613217600,46300.0,47400.0,46630.8,46900.29,2954.02076768,2021-02-13 12:00:00
174,1613239200,46735.0,47425.0,46902.88,47232.45,2494.48851002,2021-02-13 18:00:00
175,1613260800,47100.13,48912.0,47240.75,48912.0,4117.06997059,2021-02-14 00:00:00
176,1613282400,48387.6,49377.59,48912.0,49089.6,3423.65621876,2021-02-14 06:00:00
177,1613304000,48160.0,49700.0,49089.6,48681.92,4543.69677155,2021-02-14 12:00:00
178,1613325600,48480.01,49325.37,48680.61,48680.69,3062.12948001,2021-02-14 18:00:00
179,1613347200,45768.46,49093.44,48667.23,46785.73,10170.45182938,2021-02-15 00:00:00
180,1613368800,46743.3,48030.94,46777.24,47836.51,2560.43493845,2021-02-15 06:00:00
181,1613390400,47440.34,48800.0,47836.51,48575.0,3671.60551583,2021-02-15 12:00:00
182,1613412000,47650.0,48798.11,48575.0,47936.37,3029.66049745,2021-02-15 18:00:00
183,1613433600,47051.22,49900.0,47935.66,49163.27,6487.62518374,2021-02-16 00:00:00
184,1613455200,48565.0,49341.0,49168.55,48906.4,2096.32434613,2021-02-16 06:00:00
185,1613476800,48100.0,50645.0,48918.12,48278.03,9149.12870751,2021-02-16 12:00:00
186,1613498400,47818.73,49285.0,48269.27,49158.71,5320.12737397,2021-02-16 18:00:00
187,1613520000,48942.87,50209.0,49141.43,49737.0,5057.15728985,2021-02-17 00:00:00
188,1613541600,49658.66,51717.88,49745.83,51277.14,7096.01570168,2021-02-17 06:00:00
189,1613563200,50500.0,51646.49,51270.0,51392.61,6575.60614157,2021-02-17 12:00:00
190,1613584800,51325.94,52640.35,51390.87,52170.01,6946.3923079,2021-02-17 18:00:00
191,1613606400,51731.13,52549.99,52170.01,52210.36,3774.24302473,2021-02-18 00:00:00
192,1613628000,51077.4,52260.0,52210.35,51329.2,2908.77905544,2021-02-18 06:00:00
193,1613649600,50875.0,52289.61,51329.21,51827.84,4790.80068873,2021-02-18 12:00:00
194,1613671200,51537.25,52200.0,51830.97,51601.73,4215.57998283,2021-02-18 18:00:00
195,1613692800,50725.0,51949.0,51596.0,51491.52,4430.24246133,2021-02-19 00:00:00
196,1613714400,51480.36,52899.46,51480.36,52676.03,3039.9596644,2021-02-19 06:00:00
197,1613736000,52305.55,54888.0,52680.91,54799.99,8573.33396449,2021-02-19 12:00:00
198,1613757600,54601.05,56370.05,54800.0,55983.56,11917.94588082,2021-02-19 18:00:00
199,1613779200,55398.63,56596.0,55983.57,55714.44,5429.71913052,2021-02-20 00:00:00
200,1613800800,55034.06,56356.0,55714.45,56356.0,2475.4124582,2021-02-20 06:00:00
201,1613822400,55850.0,57563.57,56356.0,57113.49,7459.34821606,2021-02-20 12:00:00
